xkcd||cloudy-blue|#ACC2D9|1|
xkcd||dark-pastel-green|#56AE57|1|
xkcd||dust|#B2996E|1|
xkcd||electric-lime|#A8FF04|1|
xkcd||fresh-green|#69D84F|1|
xkcd||light-eggplant|#894585|1|
xkcd||nasty-green|#70B23F|1|
xkcd||really-light-blue|#D4FFFF|1|
xkcd||tea|#65AB7C|1|
xkcd||warm-purple|#952E8F|1|
xkcd||yellowish-tan|#FCFC81|1|
xkcd||cement|#A5A391|1|
xkcd||dark-grass-green|#388004|1|
xkcd||dusty-teal|#4C9085|1|
xkcd||grey-teal|#5E9B8A|1|
xkcd||macaroni-and-cheese|#EFB435|1|
xkcd||pinkish-tan|#D99B82|1|
xkcd||spruce|#0A5F38|1|
xkcd||strong-blue|#0C06F7|1|
xkcd||toxic-green|#61DE2A|1|
xkcd||windows-blue|#3778BF|1|
xkcd||blue-blue|#2242C7|1|
xkcd||blue-with-a-hint-of-purple|#533CC6|1|
xkcd||booger|#9BB53C|1|
xkcd||bright-sea-green|#05FFA6|1|
xkcd||dark-green-blue|#1F6357|1|
xkcd||deep-turquoise|#017374|1|
xkcd||green-teal|#0CB577|1|
xkcd||strong-pink|#FF0789|1|
xkcd||bland|#AFA88B|1|
xkcd||deep-aqua|#08787F|1|
xkcd||lavender-pink|#DD85D7|1|
xkcd||light-moss-green|#A6C875|1|
xkcd||light-seafoam-green|#A7FFB5|1|
xkcd||olive-yellow|#C2B709|1|
xkcd||pig-pink|#E78EA5|1|
xkcd||deep-lilac|#966EBD|1|
xkcd||desert|#CCAD60|1|
xkcd||dusty-lavender|#AC86A8|1|
xkcd||purpley-grey|#947E94|1|
xkcd||purply|#983FB2|1|
xkcd||candy-pink|#FF63E9|1|
xkcd||light-pastel-green|#B2FBA5|1|
xkcd||boring-green|#63B365|1|
xkcd||kiwi-green|#8EE53F|1|
xkcd||light-grey-green|#B7E1A1|1|
xkcd||orange-pink|#FF6F52|1|
xkcd||tea-green|#BDF8A3|1|
xkcd||very-light-brown|#D3B683|1|
xkcd||egg-shell|#FFFCC4|1|
xkcd||eggplant-purple|#430541|1|
xkcd||powder-pink|#FFB2D0|1|
xkcd||reddish-grey|#997570|1|
xkcd||baby-shit-brown|#AD900D|1|
xkcd||liliac|#C48EFD|1|
xkcd||stormy-blue|#507B9C|1|
xkcd||ugly-brown|#7D7103|1|
xkcd||custard|#FFFD78|1|
xkcd||darkish-pink|#DA467D|1|
xkcd||deep-brown|#410200|1|
xkcd||greenish-beige|#C9D179|1|
xkcd||manilla|#FFFA86|1|
xkcd||off-blue|#5684AE|1|
xkcd||battleship-grey|#6B7C85|1|
xkcd||browny-green|#6F6C0A|1|
xkcd||bruise|#7E4071|1|
xkcd||kelley-green|#009337|1|
xkcd||sickly-yellow|#D0E429|1|
xkcd||sunny-yellow|#FFF917|1|
xkcd||azul|#1D5DEC|1|
xkcd||darkgreen|#054907|1|
xkcd||green-yellow|#B5CE08|1|
xkcd||lichen|#8FB67B|1|
xkcd||light-light-green|#C8FFB0|1|
xkcd||pale-gold|#FDDE6C|1|
xkcd||sun-yellow|#FFDF22|1|
xkcd||tan-green|#A9BE70|1|
xkcd||burple|#6832E3|1|
xkcd||butterscotch|#FDB147|1|
xkcd||toupe|#C7AC7D|1|
xkcd||dark-cream|#FFF39A|1|
xkcd||indian-red|#850E04|1|
xkcd||light-lavendar|#EFC0FE|1|
xkcd||poison-green|#40FD14|1|
xkcd||baby-puke-green|#B6C406|1|
xkcd||bright-yellow-green|#9DFF00|1|
xkcd||charcoal-grey|#3C4142|1|
xkcd||squash|#F2AB15|1|
xkcd||cinnamon|#AC4F06|1|
xkcd||light-pea-green|#C4FE82|1|
xkcd||radioactive-green|#2CFA1F|1|
xkcd||raw-sienna|#9A6200|1|
xkcd||baby-purple|#CA9BF7|1|
xkcd||cocoa|#875F42|1|
xkcd||light-royal-blue|#3A2EFE|1|
xkcd||orangeish|#FD8D49|1|
xkcd||rust-brown|#8B3103|1|
xkcd||sand-brown|#CBA560|1|
xkcd||swamp|#698339|1|
xkcd||tealish-green|#0CDC73|1|
xkcd||burnt-siena|#B75203|1|
xkcd||camo|#7F8F4E|1|
xkcd||dusk-blue|#26538D|1|
xkcd||fern|#63A950|1|
xkcd||old-rose|#C87F89|1|
xkcd||pale-light-green|#B1FC99|1|
xkcd||peachy-pink|#FF9A8A|1|
xkcd||rosy-pink|#F6688E|1|
xkcd||light-bluish-green|#76FDA8|1|
xkcd||light-bright-green|#53FE5C|1|
xkcd||light-neon-green|#4EFD54|1|
xkcd||light-seafoam|#A0FEBF|1|
xkcd||tiffany-blue|#7BF2DA|1|
xkcd||washed-out-green|#BCF5A6|1|
xkcd||browny-orange|#CA6B02|1|
xkcd||nice-blue|#107AB0|1|
xkcd||sapphire|#2138AB|1|
xkcd||greyish-teal|#719F91|1|
xkcd||orangey-yellow|#FDB915|1|
xkcd||parchment|#FEFCAF|1|
xkcd||straw|#FCF679|1|
xkcd||very-dark-brown|#1D0200|1|
xkcd||terracota|#CB6843|1|
xkcd||ugly-blue|#31668A|1|
xkcd||clear-blue|#247AFD|1|
xkcd||creme|#FFFFB6|1|
xkcd||foam-green|#90FDA9|1|
xkcd||grey-green|#86A17D|1|
xkcd||light-gold|#FDDC5C|1|
xkcd||seafoam-blue|#78D1B6|1|
xkcd||topaz|#13BBAF|1|
xkcd||violet-pink|#FB5FFC|1|
xkcd||wintergreen|#20F986|1|
xkcd||yellow-tan|#FFE36E|1|
xkcd||dark-fuchsia|#9D0759|1|
xkcd||indigo-blue|#3A18B1|1|
xkcd||light-yellowish-green|#C2FF89|1|
xkcd||pale-magenta|#D767AD|1|
xkcd||rich-purple|#720058|1|
xkcd||sunflower-yellow|#FFDA03|1|
xkcd||green-blue|#01C08D|1|
xkcd||leather|#AC7434|1|
xkcd||racing-green|#014600|1|
xkcd||vivid-purple|#9900FA|1|
xkcd||dark-royal-blue|#02066F|1|
xkcd||hazel|#8E7618|1|
xkcd||muted-pink|#D1768F|1|
xkcd||booger-green|#96B403|1|
xkcd||canary|#FDFF63|1|
xkcd||cool-grey|#95A3A6|1|
xkcd||dark-taupe|#7F684E|1|
xkcd||darkish-purple|#751973|1|
xkcd||true-green|#089404|1|
xkcd||coral-pink|#FF6163|1|
xkcd||dark-sage|#598556|1|
xkcd||dark-slate-blue|#214761|1|
xkcd||flat-blue|#3C73A8|1|
xkcd||mushroom|#BA9E88|1|
xkcd||rich-blue|#021BF9|1|
xkcd||dirty-purple|#734A65|1|
xkcd||greenblue|#23C48B|1|
xkcd||icky-green|#8FAE22|1|
xkcd||light-khaki|#E6F2A2|1|
xkcd||warm-blue|#4B57DB|1|
xkcd||dark-hot-pink|#D90166|1|
xkcd||deep-sea-blue|#015482|1|
xkcd||carmine|#9D0216|1|
xkcd||dark-yellow-green|#728F02|1|
xkcd||pale-peach|#FFE5AD|1|
xkcd||plum-purple|#4E0550|1|
xkcd||golden-rod|#F9BC08|1|
xkcd||neon-red|#FF073A|1|
xkcd||old-pink|#C77986|1|
xkcd||very-pale-blue|#D6FFFE|1|
xkcd||blood-orange|#FE4B03|1|
xkcd||grapefruit|#FD5956|1|
xkcd||sand-yellow|#FCE166|1|
xkcd||clay-brown|#B2713D|1|
xkcd||dark-blue-grey|#1F3B4D|1|
xkcd||flat-green|#699D4C|1|
xkcd||light-green-blue|#56FCA2|1|
xkcd||warm-pink|#FB5581|1|
xkcd||dodger-blue|#3E82FC|1|
xkcd||gross-green|#A0BF16|1|
xkcd||ice|#D6FFFA|1|
xkcd||metallic-blue|#4F738E|1|
xkcd||pale-salmon|#FFB19A|1|
xkcd||sap-green|#5C8B15|1|
xkcd||algae|#54AC68|1|
xkcd||bluey-grey|#89A0B0|1|
xkcd||greeny-grey|#7EA07A|1|
xkcd||highlighter-green|#1BFC06|1|
xkcd||light-light-blue|#CAFFFB|1|
xkcd||light-mint|#B6FFBB|1|
xkcd||raw-umber|#A75E09|1|
xkcd||vivid-blue|#152EFF|1|
xkcd||deep-lavender|#8D5EB7|1|
xkcd||dull-teal|#5F9E8F|1|
xkcd||light-greenish-blue|#63F7B4|1|
xkcd||mud-green|#606602|1|
xkcd||pinky|#FC86AA|1|
xkcd||red-wine|#8C0034|1|
xkcd||shit-green|#758000|1|
xkcd||tan-brown|#AB7E4C|1|
xkcd||darkblue|#030764|1|
xkcd||rosa|#FE86A4|1|
xkcd||lipstick|#D5174E|1|
xkcd||pale-mauve|#FED0FC|1|
xkcd||claret|#680018|1|
xkcd||dandelion|#FEDF08|1|
xkcd||orangered|#FE420F|1|
xkcd||poop-green|#6F7C00|1|
xkcd||ruby|#CA0147|1|
xkcd||dark|#1B2431|1|
xkcd||greenish-turquoise|#00FBB0|1|
xkcd||pastel-red|#DB5856|1|
xkcd||piss-yellow|#DDD618|1|
xkcd||bright-cyan|#41FDFE|1|
xkcd||dark-coral|#CF524E|1|
xkcd||algae-green|#21C36F|1|
xkcd||darkish-red|#A90308|1|
xkcd||reddy-brown|#6E1005|1|
xkcd||blush-pink|#FE828C|1|
xkcd||camouflage-green|#4B6113|1|
xkcd||lawn-green|#4DA409|1|
xkcd||putty|#BEAE8A|1|
xkcd||vibrant-blue|#0339F8|1|
xkcd||dark-sand|#A88F59|1|
xkcd||purple-blue|#5D21D0|1|
xkcd||saffron|#FEB209|1|
xkcd||twilight|#4E518B|1|
xkcd||warm-brown|#964E02|1|
xkcd||bluegrey|#85A3B2|1|
xkcd||bubble-gum-pink|#FF69AF|1|
xkcd||duck-egg-blue|#C3FBF4|1|
xkcd||greenish-cyan|#2AFEB7|1|
xkcd||petrol|#005F6A|1|
xkcd||royal|#0C1793|1|
xkcd||butter|#FFFF81|1|
xkcd||dusty-orange|#F0833A|1|
xkcd||off-yellow|#F1F33F|1|
xkcd||pale-olive-green|#B1D27B|1|
xkcd||orangish|#FC824A|1|
xkcd||leaf|#71AA34|1|
