BS4800||Ash grey / Oyster grey / Portland|#DEDED2|1|00-A-01
BS4800||Goose grey / Sea mist / Goosewing|#B5B8B3|1|00-A-05
BS4800||Flint grey / Flint|#788585|1|00-A-09
BS4800||Storm grey / Greyfriar|#385552|1|00-A-13
BS4800||Lupin pink / Candy floss / Pink wafer|#F7D0CF|1|02-C-33
BS4800||Clover pink / Corinth / Fontana|#A97681|1|02-C-37
BS4800||Victoria plum / Aubergine / Plum|#69474F|1|02-C-39
BS4800||Deep plum / Loganberry|#3F4042|1|02-C-40
BS4800||Rosepetal / Pastel pink / Dawn pink|#FDEEE6|1|04-B-15
BS4800||Dusty pink / Tea rose / Tearose|#EAD5CA|1|04-B-17
BS4800||Sable / Sierra|#A5978C|1|04-B-21
BS4800||Orchid pink / Parisian pink / Shell |#FACABC|1|04-C-33
BS4800||Autumn brown / Rosevale|#AC786B|1|04-C-37
BS4800||Brick red / Copperbeech |#704A3F|1|04-C-39
BS4800||Misty red / Tawny|#B05B4B|1|04-D-44
BS4800||Dark cherry / Russet / Monarch|#8B4131|1|04-D-45
BS4800||Rose pink / Petal|#FFECE0|1|04-E-49
BS4800||Salmon red / Lobster / Azalea|#F77D64|1|04-E-51
BS4800||Poppy / Carnival red |#E1553E|1|04-E-53
BS4800||Peach / Cameo|#F7D3AA|1|06-C-33
BS4800||Leather brown / Brownstone |#9F7159|1|06-C-37
BS4800||Saddle brown / Saddle |#634739|1|06-C-39
BS4800||Mid tan / Kalahari / Cinnamon |#CD864A|1|06-D-43
BS4800||Teak / Mace |#8F583D|1|06-D-45
BS4800||Mellow apricot / Apricot|#FFC882|1|06-E-50
BS4800||Mandarin orange / Clementine / Calendula |#FF9B61|1|06-E-51
BS4800||Maori brown / Nectarine|#BC6E3C|1|06-E-56
BS4800||Magnolia|#FFF7E3|1|08-B-15
BS4800||Honey beige / Fawn / Sandstone|#E9DAC3|1|08-B-17
BS4800||Antelope |#A69C8E|1|08-B-21
BS4800||Beaver brown / Beaver|#6A645D|1|08-B-25
BS4800||Bitter chocolate / Vandyke |#3B3C3D|1|08-B-29
BS4800||Honeysuckle cream / Blush stone |#FFF6D6|1|08-C-31
BS4800||Beige|#DBB17A|1|08-C-35
BS4800||Caramel / Bracken|#9D7C4D|1|08-C-37
BS4800||Coffee / Bison|#624F3E|1|08-C-39
BS4800||Golden yellow / Amber / Goldcup|#F8BF2C|1|08-E-51
BS4800||Dawn grey / Sink grey / Flake grey|#D8D6CD|1|10-A-03
BS4800||Nimbus grey / Wood ash / Woodash|#9F9E99|1|10-A-07
BS4800||Charcoal grey / Storm / Rhino|#606667|1|10-A-11
BS4800||Creamy white / Ivory / Gardenia|#FFFCE4|1|10-B-15
BS4800||Oatmeal / Greystone / Hopsack |#E0D6B4|1|10-B-17
BS4800||Lizard grey|#A5A086|1|10-B-21
BS4800||Turtle green / Turtle|#6F6B58|1|10-B-25
BS4800||Vandyke brown / Ironstone|#3A3830|1|10-B-29
BS4800||Ivory / Champagne / Buttermilk|#FFF5D0|1|10-C-31
BS4800||Vanilla / Pollen|#FAE6A8|1|10-C-33
BS4800||Wheat / Golden bronze / Savannah|#CCB66F|1|10-C-35
