NBC-ISCC||||1|
NBC-ISCC||Vivid_Pink|#FFB5BA|1|
NBC-ISCC||Strong_Pink|#EA9399|1|
NBC-ISCC||Deep_Pink|#E4717A|1|
NBC-ISCC||Light_Pink|#F9CCCA|1|
NBC-ISCC||Moderate_Pink|#DEA5A4|1|
NBC-ISCC||Dark_Pink|#C08081|1|
NBC-ISCC||Pale_Pink|#EAD8D7|1|
NBC-ISCC||Grayish_Pink|#C4AEAD|1|
NBC-ISCC||Pinkish_White|#EAE3E1|1|
NBC-ISCC||Pinkish_Gray|#C1B6B3|1|
NBC-ISCC||Vivid_Red|#BE0032|1|
NBC-ISCC||Strong_Red|#BC3F4A|1|
NBC-ISCC||Deep_Red|#841B2D|1|
NBC-ISCC||Very_Deep_Red|#5C0923|1|
NBC-ISCC||Moderate_Red|#AB4E52|1|
NBC-ISCC||Dark_Red|#722F37|1|
NBC-ISCC||Very_Dark_Red|#3F1728|1|
NBC-ISCC||Light_Grayish_Red|#AD8884|1|
NBC-ISCC||Grayish_Red|#905D5D|1|
NBC-ISCC||Dark_Grayish_Red|#543D3F|1|
NBC-ISCC||Blackish_Red|#2E1D21|1|
NBC-ISCC||Reddish_Gray|#8F817F|1|
NBC-ISCC||Dark_Reddish_Gray|#5C504F|1|
NBC-ISCC||Reddish_Black|#282022|1|
NBC-ISCC||Vivid_Yellowish_Pink|#FFB7A5|1|
NBC-ISCC||Strong_Yellowish_Pink|#F99379|1|
NBC-ISCC||Deep_Yellowish_Pink|#E66721|1|
NBC-ISCC||Light_Yellowish_Pink|#F4C2C2|1|
NBC-ISCC||Moderate_Yellowish_Pink|#D9A6A9|1|
NBC-ISCC||Dark_Yellowish_Pink|#C48379|1|
NBC-ISCC||Pale_Yellowish_Pink|#ECD5C5|1|
NBC-ISCC||Grayish_Yellowish_Pink|#C7ADA3|1|
NBC-ISCC||Brownish_Pink|#C2AC99|1|
NBC-ISCC||Vivid_Reddish_Orange|#E25822|1|
NBC-ISCC||Strong_Reddish_Orange|#D9603B|1|
NBC-ISCC||Deep_Reddish_Orange|#AA381E|1|
NBC-ISCC||Moderate_Reddish_Orange|#CB6D51|1|
NBC-ISCC||Dark_Reddish_Orange|#9E4732|1|
NBC-ISCC||Grayish_Reddish_Orange|#B4745E|1|
NBC-ISCC||Strong_Reddish_Brown|#882D17|1|
NBC-ISCC||Deep_Reddish_Brown|#56070C|1|
NBC-ISCC||Light_Reddish_Brown|#A87C6D|1|
NBC-ISCC||Moderate_Reddish_Brown|#79443B|1|
NBC-ISCC||Dark_Reddish_Brown|#3E1D1E|1|
NBC-ISCC||Light_Grayish_Reddish_Brown|#977F73|1|
